text,label
"I'd like to start off by saying that I am NOT an anime fan (with a few notable exceptions), and I generally have a low opinion of so-called otakus, as they are so in love with their particular brand of cartooning that they label every movie starring spiky-haired, big-eyed characters as a work of art without even considering other more vital factors, such as the plot. And no anime movie better represents this division between otakus and people with actual taste than this elegant piece of trash, Fatal Fury: the Motion Picture.<br /><br /> As seen through the glassy, witless eyes of an otaku, there's little to find fault with in Fatal Fury-- there's plenty of quirky Japanese-y humor, one-on-one duels, some ""dramatic"" moments, and everything is beautifully drawn. But everyone else will be turned off by the cliched, predictable plot with cliched, predictable characters, culminating in a cliched, predictable ending. The love scenes are hilariously overblown-- the scene in which Sulia ""heals"" Terry is obviously intended to be a tender moment, but it's virtually impossible to not be thrown into spirals of giddy laughter by the sheer ludicrousness of it. And of course, Fatal Fury is not without the obligatory cartoon T&A-- this is supplied gratuitously by the huge-breasted Mai Shiranui. And since Fatal Fury IS based off the video game series of the same name (oh boy), we're treated to numerous pointless cameo appearances by popular characters with little or no relevance to the plot whatsoever (they go through all the trouble of introducing Kim early on, only for him to disappear from the movie totally after that point). This mess of a movie reaches its climax with the unintentionally farcical final battle, in which all the main characters engage the all-powerful main villain in one-on-one combat in turn. That's some thing that's always amused me... even when battles in animes AREN'T taking place in a tournament, they always happen as if they were, regardless of the fact that it makes no sense whatsoever!<br /><br /> Otakus always rave about how anime movies should be treated as MOVIES as opposed to merely cartoons, and a disturbing portion of those same people love Fatal Fury. So would Fatal Fury have been good if it wasn't an anime? The answer is an emphatic ""no""-- all of this movie's charm, what little of it there is, resides in the actual drawings. Had Fatal Fury not been an anime, it would have been worthy of an episode of Mystery Science Theater 3000, if the show was still on the air. That's the key-- this is nothing more than a laughably bad B-movie in the guise of an anime epic. If you're a fan of movies so bad that they're actually entertaining, consider renting Fatal Fury (or catch it on the Sci-Fi channel), as it is definitely one of those. If you're an otaku, please WAKE UP and realize that a good 90% of the stuff you're watching is garbage. As for everyone else, buy a Dreamcast and Fatal Fury: Mark of the Wolves, but don't even consider seeing this movie.",0
"if.... is the cinematic equivalent of Sgt. Pepper's: Revered by baby boomers as the pinnacle of creation, and viewed as rather a silly bit of business by preceding and subsequent generations. Now that the children of the middle classes the world over are seemingly super human due to the internet, and view the prospect of boarding school as a wonderful opportunity thanks to the Harry Potter books/films, the relevance of if.... couldn't be further from modern concern. In fact, many scenes appear so alien and exaggerated as to hint at an inspiration for Pink Floyd's The Wall.<br /><br />One should never hold personal bias against a film while reviewing, and the cemented date of this film aside, there are a few flaws which others have overlooked. Lindsay Anderson was known to be a fan of Luis Buñuel, on top of generally being too smart for his own good. And despite a straightforward narrative through the first and second acts, the latter portion of the piece it taken hostage by cod Buñuel surrealism and strained attempts at symbolism. Anderson wasn't capable of this feat due to his over-intelligent cynicism, failing to see that Buñuel was jovial in his work. I have not found a critic whom champions the 'Chaplain in a drawer', and am almost certain it still gets sideways looks from those who adore this film. The ending is not so much a concise punch to the established class/values system, as a wet slap on a moving target.<br /><br />The British public school system was firmly for the middle classes (the upper crust being educated at home by private tutors). And the modus operandi of if.... was to check the boxes of public school life which Lindsay believed had been unexplored in film, thereby savaging middle class pretense. Homosexuality, generational cutlery, cold showers et al. In reality, such issues HAD been covered in many other great British films, if.... merely brought them to the fore. The Browning Version was a more oblique damning of such pomp, to name but one.<br /><br />if.... is oddly quaint, and simply can not be viewed with modern (especially American) eyes. Kudos to Anderson for avoiding Mick and Kieth in favour of African chant, and a few brownie points for the latent homoerotic overtones. Points deducted for pretension, establishing characters who disappear, and inciting a glib revolution which came to naught.",0
"This review is for the extended cut of this movie.<br /><br />I first watched Dragon Lord when I bought it on DVD many years ago. I always liked this movie and you can read some of the more positive reviews of it to get the general idea.<br /><br />That being said. I've always found the storyline a bit confusing. The movie is, after all, a love story. And it always seemed strange to me that a love story should end with a 20 minute fight scene.<br /><br />Well, in the extended version this is no longer so. The old ""original"" version begins off with a huge barrel-climb/rugby-like sequence which is the new ending sequence in the extended version. The opening sequence is Dragon(Jackie Chan) hanging around his house and pretending to be training and reciting whenever his father is around.<br /><br />Other sequenced have also been shift or prolonged in the extended cut and the story makes a lot more sense when you watch it. The pacing is also better and overall it just works better. It feels more like a love story and doesn't leave you asking questions about why it ends so drastically and dramatically as the regular version does.<br /><br />I suggest everyone who is a Hong-Kong cinema, or just plain Jackie Chan fanatic to get a hold of the extended version and watch the movie the way it was originally intended.(Or at least that's how I think it was intended. Why else would they make it and rearrange some of the scenes) When I was done watching it, I felt like I had watched a completely new Jackie Chan movie although most of the sequences were the same.",1
"Well, let me start off by saying how utterly HILARIOUS this film is, I simply couldn't keep myself from laughing at the sheer stupidity of it. Don't get me wrong, it IS well acted particularly by Bassinger but the script is just, well the mind boggles truly.<br /><br />The premise is good and up until Della actually witnesses the murder it is engaging but after that it just goes downhill . Half way through the film the protagonist pulls out her toolbox and of course instead of lobbing it at the guy's head, she decides to pull out a screwdriver, car jack and finally a flare (as in for a sinking ship) respectively to kill her victims.<br /><br />Then there is the final line that I promise, if it doesn't have you in stitches then I will eat my own left foot.<br /><br />I would recommend this film to those who simply want to laugh at some good old fashioned, appalling film making. Might I also suggest you watch out for the scene in the scrap yard with the guy falling from the one foot high plank of wood, gets me every time.",0
"I recommend watching this film with your significant other if you're planning a romantic evening with him/her. The chemistry between Johnny Weissmuller and Maureen O'Sullivan as Tarzan and Jane is so steamy it could fog up your screen.<br /><br />After the original film, we begin to see how Tarzan and Jane have adapted to the jungle and to each other. Jane's skimpy jungle wear and Tarzan's protest when Jane covers up for their visitors illuminates that they are not just romantically, but also quite sexually in love.<br /><br />One's imagination can supplement the constant touching and love talk between Tarzan & Jane to portray how much Jane is actually teaching Tarzan about love emotionally, romantically and sexually. And Jane's student is not only embracing but also thriving with his previously untapped sexuality.<br /><br />The skin show in this film is off the charts. In addition to Jane's two-piece sexy midriff, leg, and hip baring costume, she also has an underwater nude swim with Tarzan. (although it is not O'Sullivan, but Olympic swimmer Josephine McKim who doubles for her in this scene) Weissmuller, also reveals a tremendous body and perfect pectorals in his barely there loincloth. The ladies will delight when Weissmuller emerges from the water after his lengthy fight with the giant crocodile and sounds his yell - with his water soaked loincloth practically falling off his hips.<br /><br />It's a shame that the over-protective censors toned down the adult nature of the Tarzan films after this entry. Although the Weissmuller Tarzan films would still prosper in the years to come, they would rarely approach the sex appeal of this movie.",1
"Like all cult TV shows, there is a group of people who love The Twilight Zone so much that they rate practically every episode like they are the greatest shows EVER. While several of them are indeed wonderful classics, the truth is for every great episode, there were several that were mediocre and at least one that stank. However, like die-hard Trekkies, these Zone lovers insist that all of them are gold. In fact, this is what initially got me to review some individual episodes of a couple cult series instead of the movies I usually watch.<br /><br />While this isn't the worst episode ever made nor is it among the very worst, it is poor by any reasonable standard. A widow watches a long procession of Civil War soldiers going past her home. In the end, a very unexpected twist is revealed and there isn't a whole lot of excitement or suspense here.",0
"This show is so full of action, and everything needed to make an awsome show.. but best of all... it actually has a plot (unlike some of those new reality shows...). It is about a transgenic girl who escapes from her military holding base.. I totally suggest bying the DVDs, i've already preordered them... i suggest you do to...",1
"The Secret Fury, in many ways a run-of-the-mill romantic suspense drama (directed by Mel Ferrer) boasts top-notch principals in Colbert and Ryan; it stays puzzling if not quite gripping until towards the end, when implausibility conquers suspension of disbelief -- as so often it does in this genre. But for some viewers the film's highlight will be the portrayal of blowsy Leah by Vivian Vance -- the immortal Ethel Mertz on ""I Love Lucy."" Oddly, Vance had very few film roles; her true home was Broadway, where (among other gigs) she understudied for Ethel Merman. Here she contributes a winning turn as a chambermaid suborned to play a minor part in a nefarious scheme; watch her half-heartedly trying to wave away the smoke when she's puffing a furtive cigarette in the hotel's linen-storage room -- a transgression for which she ultimately pays the supreme penalty.",1
"Thanks to this fungal film I do NOT want my Maypo, can't stomach the thought of Maltex or Wheatena, and even that granola over there doesn't look so innocent anymore! Why wasn't the song ""Slop Time"", by the Sherrys, used as the theme?",1
"On his birthday a small boys tells his mother he is not her son, and that he wants to go home to his real mother.<br /><br />In some ways Comedy De L'Innocence feels like it comes from a different time of movie-making, perhaps the 60's or 70's. Certainly it reminded me of Losey's Secret Ceremony (1968), and Richard Loncraine's Full Circle (1977), both of which deal with loss, grief and relationships between parents and 'lost' children (curiously both films star Mia Farrow).<br /><br />All three films are populated with unsympathetic characters who behave in strange and unexplained ways. All three films have a chilly feel, both emotionally and literally. All three films focus on mother-child relationships, and ultimately all three films pose the question - 'what is real, what is imagined?' <br /><br />Beautiful but flawed, it offers no easy answers and leaves much hanging, unexplained and strange.",0
"This film is one of the finest American B-movies of the 90s. If you're looking for a serious film, look elsewhere. However, if you're looking for some action, a lot of laughs, and a tongue in cheek variation on cops fighting gangsters, this is well worth watching. Everyone chews the scenery a bit, but that's really what the film is all about, and everyone is quite funny. Donald Sutherland and John Lithgow have great chemistry and need to do another film together.",1
"I may be getting ahead of myself here, but although the film itself was a technical masterpiece for its time, I watched it piece-by-piece on TCM last night, the question arises to me: Why did they do that? putting their lives in jeopardy, many of them died on the trek, why would they undertake such a life-endangering journey, just to find food for their animals (!) once they reached the ""land of milk and honey"", why didn't they just stay there? Would you endanger your life, and that of your entire community, just to find food for a herd of cattle? As dangerous as it was, to do it for that purpose alone, shows the inbred simplicity of these types of people. Risk death for a cow?? Better them than I!",1
"I acquired this, one of my all-time favourite films on DVD recently and as usual, during viewing, the whole thing just blew me away.<br /><br />I am a massive fan of Hazel O'Connor and the soundtrack to this film just has me in tears, especially the ""Will You"" track. It's a pure nostalgia trip for me back to my youth. This rates second best to Quadrophenia (which also starred Phil Daniels).<br /><br />A great soundtrack and a great view of Britain in the Thatcherite years of the grim 80's in which I grew up. The ending is so sad, for hours after the end of the film I am like a blubbering baby.<br /><br />I expect to wear out this DVD from repeated viewing, I can watch it over and over again and never be bored, simply for the soundtrack alone.<br /><br />Hazel, sorry to hear about your dad darling. God Bless you all. xx",1
"Really enjoyed this little movie. It's a moving film about struggle, sacrifice and especially the bonds of friendship between different peoples (the child actor who plays Miki is especially good). There's so many large scale impersonal films set around WW2, that this convincingly told little story is a real break from the norm, and an original one at that. I'll also add that this film is far from boring, very far!! Of course the Horses are wonderful and the scenery breathtaking. To anyone who really treats their animal as part of the family (I do), you'll find this film especially rewarding. Recommended to movie fans who look for something a little different.",1
"I did not set very high expectations for this movie, which left me pleasantly surprised. The story is a little strange sometimes but overall I think it has an acceptable credibility. The action scenes are rather nice and the accompanying music is used to induce a a bit of patriotic feelings common to US movies. This may not be the best movie ever but it's uncommon for Sweden and I hope to see more similar ones in the future.",1
"If you're a fan of Mystery Science Theater 3K, Attack of the Giant Leeches, or Pinata Survival Island, this movie might be for you.<br /><br />I live in Nashville and I didn't even know of this movie's existence until the day prior to its release, when the advertising company panicked and blanketed Music Row with dozens of fliers and billboards. It barely lasted two weeks in theaters anyway.<br /><br />Bad acting, bad writing, and poor production only begin to describe this embarrassment of a film. For starters, the names are a bit much: Bo Price, Angel, and Dixie? Eesh.<br /><br />Toby's awkwardly slow delivery of lines makes one wonder what production assistant got stuck holding the cue cards off camera. Angel's character rapidly transitions from her city-slicker ways to a cowgirl, slipping into southern slang after two days on the ranch. Her wardrobe goes from chic to a female version of Toby's--in fact, in the final scene, their outfits are identical, making one wonder if the wardrobe assistant called in sick.<br /><br />The audio is inconsistent - perhaps the most noticeable example is when Toby decides to go for a swim and his voice suddenly sounds like he's shouting in a gymnasium.<br /><br />There's never quite enough explanation or character development to suffice what happens on-screen. Overacting, exasperation, grimaces, and moodiness best describes the actors' interpretation and direction of the terrible script.<br /><br />This movie is best enjoyed after consuming a couple of alcoholic beverages and in the company of your wittiest friends. But that's not saying much.",0
"Oh my god. oh my god, i cant get over this movie. It was god-awful. horrible, terrible! Don't even waste your money to buy it in the 99 cent bin. No, avoid it at all costs I'm warning you!!!<br /><br />It was the worst movie I've ever seen. In my life. In my life!!<br /><br />First of all, G-girl? Are you kidding me. Get real that sounds like some kind of new Barbie doll.. Super Women? Are you kidding me. It was so fake fake fake fake. The people of the town didn't even seem to care that there was a flying blonde just zooming her way around the town saving a fire.. Ohh big!<br /><br />Jesus, was it just me or did this movie seem offensive?? I guess what you need to be a super hero is a couple of double D's, blonde flowing hair, no glasses and a leather skin tight suit?!<br /><br />If it was trying to be romantic ... than.. god, i don't know. It was horrid, if love means taking some one to an art show and than having sex in a bed AND in the air.. than they totally had love!<br /><br />It was pathetic, everything went too fast. First that guy was single, than he was dating G-girl.. than they broke up than he dated that Hannah girl.. and.. it just goes on. <br /><br />I have to say this movie made me wonder.. How the hell did they get this in theaters??!!<br /><br />Avoid this movie at all costs.",0
"Kids - of whatever age - do not want to know about their parents' sex lives. And grown-up children are often seriously baffled and disconcerted by any evidence that aging parents possess an active libido. Lastly, many moviegoers are very uncomfortable watching a dowdy, frumpy widow who would pass unnoticed almost anywhere discover her aching capacity and need for raw passion with a handsome man half her age.<br /><br />""The Mother"" is a provocative look at a scarcely filmed reality - a woman who isn't ready to stay home, watch ""the telly,"" and vegetate after her husband of nearly three decades, and a controlling, dominating chap at that, packs it in with a massive heart attack.<br /><br />May (Anne Reid) and her husband have two children, each dysfunctional in his or her own way. The male son lives with a beautiful wife who may well be driving him to the Bankruptcy Court with her extravagant commercial venture. Paula (Cathryn Bradshaw), is a teacher with aspirations of succeeding as a writer. She's attractive, not pretty, and she seems to have a close relationship with mum - at first.<br /><br />Back at her house after burying her husband, May determines to not stay there. Rejecting typical widowhood with its legacy of boring days and no adventure, she goes to stay with Paula who has a young son. Paula's boyfriend, Darren (Daniel Craig), is a ruggedly handsome contractor who seems to be taking an awfully long time to complete an addition to May's son's house. May is quite taken with hard-drinking, coke-sniffing Darren whose treatment of Paula ought to have alerted May that he was, for sure, a Fellow of the Royal Academy of Cads.<br /><br />What follows is a torrid affair between Darren and the besotted and now bubblingly alive (dare I say reborn?) widow. The love scenes are graphic but take second place to amateur artist May's pen and ink sketches of their trysts which then play a role in the enfolding drama (or debacle, take your pick).<br /><br />The theater in Manhattan was packed for today's early afternoon showing with well over half the audience in the range of May's age. That some were shocked or disturbed to see her disporting herself with erotic abandon in the arms of a much younger man is an understatement. <br /><br />This blindingly honest look at an older woman's awakened passion after decades of dutifully obeying her husband's desire that she stay at home and raise kids (she also mentions he didn't like her to have friends-what a guy) surfaces a number of issues. While May's dalliance with Darren doesn't constitute incest, there are real psychological dimensions, and issues, with a mother bedding her daughter's lover. And Paula isn't made of the stoutest stuff to begin with. The affair, once disclosed, allows the peeling open of the mother-daughter relationship which, from Paula's viewpoint, left something to be desired. Ms. Bradshaw is excellent in the role of a daughter who wants her mother's support as well as her love-she hasn't been dealt a terrible hand by life but it isn't a bed of roses either.<br /><br />May is strong in her resolve to both acknowledge her sexuality and expect, indeed demand, a future of happiness. But she is also inescapably vulnerable. She's fishing in uncharted emotional waters. Who controls her relationship with Darren and why are difficult issues for her to understand, much less resolve. In her sixties, she's still a work in progress.<br /><br />""Something's Gotta Give"" recently showcased mature sexuality but in an amusingly antiseptic way assuring no viewer would be discomfited. After all it's Jack Nicholson and the always beautiful Diane Keaton cavorting in the world of the rich. And to insure that no serious psycho-social issues were explored, Keaton's young girlfriend, Amanda Peet, daughter of Keaton, not only blesses the match but insures that the audience knows she and her old(er) would-be lover never hopped into the sack.<br /><br />No easy out here. Anne Reid's inspired performance forces discomfort on some while drawing respect from others. Her naked body bursts with sexuality for some and appears absurd as an object of physical attraction to others (the comments of audience members leaving today reflected all these views).<br /><br />Kudos to director Roger Michell for tackling a fascinating story with verve and empathy.<br /><br />9/10.",1
"What a great film it is. The notion of nations sending people fighting each other with giant robots is tacky. The ending is not just a fitting one, it's more inspirational.<br /><br />But I am intrigued by the characters. It is a pity we never see the relationship of Achilles and Athena more developed beyond just a couple of kisses and Athena's fear for Achilles's safety. Their romance is very enjoyable.<br /><br />",1
"I just have to add, in case anyone actually reads this and hasn't completely gotten the point yet. These other reviewers aren't joking around, this really IS the worst colour movie you're likely to ever see. When the movie started I couldn't believe something like this actually made it out for the world to see.<br /><br />They're not just saying it when they said it looks like a home movie. It really does. Like the ""director"" took the family hi8 camcorder (before DV cameras and computer non-linear editing), no other equipment (lights, sound gear, etc), grabbed some decent-looking acting students, and went out to shoot a movie. No script, just making it up as he went along.<br /><br />When I watched it, it was on my mono TV, so I only have one channel of audio (left of right speaker). At first I thought I'd hooked it up wrong. The movie was silent until someone spoke a couple of minutes in. I got up and switched over to the other channel and suddenly I could hear music and sound effects but then couldn't hear the dialog. They recorded the sound on different bloody channels! I mean, there's movies that can be funny to watch, so bad they're good, kind of thing. I'm not sure this is one of those. I mean, I'll admit to being a bit of a budding film maker. And seeing bad movies just makes you want to go out there and PROVE you can do it better, you know. But watching this just made me feel sorry for whoever made it.<br /><br />As bad as they were, the actors are the only good thing about this. I thought the chick was hot and was disappointed in the brevity of her bath scene. A bit of T and A from her would have raised the score from nothing to maybe a 3 or 4. But alas, no. If you want to make a movie but it's turning out crap, throw in some gratuitous nudity. Worked for Roger Corman.",0
"Remember Ralph Bakshi? The guy that was an animator on Terrytoons, then on Paramount Cartoon Studios, after that, he was a director on Fritz the Cat 1 & 2 and Heavy Traffic? Well, this is Coonskin. And it's actually pretty good. Racist, but good. The movie takes place in Harlem Nights (No, duh, it was a working title.) but with a twist that becomes a lampoon of a Disney movie, Song of the South.<br /><br />It's about Sampson (Barry White) and the Preacherman (Charles Gordone) rush to help their friend, Randy (Philip Michael Thomas) escape from prison, but are stopped by a roadblock and wind up in a shootout with the police. While waiting for them, Randy unwillingly listens to fellow escapee Pappy (Scatman Crothers), as he begins to tell Randy a story about ""three guys, I used to know, just like you and your friends"". Pappy's story is told in animation set against live-action background photos and footage.<br /><br />Brother Rabbit (voice of Thomas), Brother Bear (voice of White), and Preacher Fox (voice of Gordone) decide to pack up and leave their Southern settings after the bank mortgages their home and sells it to a man who turns it into a brothel. Arriving in Harlem, Rabbit, Bear, and Fox find that it isn't all that it's made out to be. They encounter a con man named Simple Savior, a phony revolutionary leader who purports to be the ""cousin"" of Black Jesus, and that he gives his followers ""the strength to kill whites"". In a flashy stage performance in his ""church"", Savior acts out being brutalized by symbols of black oppressionrepresented by images of John Wayne, Elvis Presley and Richard Nixon, before asking his parishioners for ""donations"".<br /><br />Rabbit first goes up against Madigan, a virulently racist and homophobic white police officer and the bag man for the Mafia, who demonstrates his contempt for African Americans in various ways, including a refusal to bathe before an anticipated encounter with them (he believes they're not worth it). When Madigan finds out that Rabbit has been taking his payoffs, he and his cohorts, Ruby and Bobby, are led to a nightclub called ""The Cottontail"".<br /><br />A black stripper distracts him while an LSD sugar cube is dropped into his drink. Madigan, while under the influence of his spiked drink, is then maneuvered into a sexual liaison with a stereotypically effeminate gay man, and then shoved into clothes that women were representative of the racist archetype, adorned in something racist, and finally shoved out the back of the club where he discovers that Ruby and Bobby are dead.<br /><br />Then, while recovering from his delirium of being drugged, shoots his gun around randomly, and is shot to death by the police after shooting one of them.<br /><br />Rabbit, Bear, Fox and the opponent boxer rush out of the boxing arena as it blows up. The live-action story ends with Randy and Pappy escaping while being shot at by various white cops, but managing to make it out alive.<br /><br />This movie was controversial at that time of release, and was re-edited by the director several times under the title, Street Fight, which is obvious, since Street Fight is a 2005 documentary about racism in the streets. In fact, this movie has the same subject as the documentary.<br /><br />That caused Bryanston Pictures, the distributor of this film and the original Tobe Hopper classic, Texas Chainsaw Massacre, to go out of business. Because Paramount wanted to produce and distribute this film, but due to racism, Bryanston took over Bakshi's production.<br /><br />Despite the controversy, it was worth the entertainment. The animation was awesome at that time, the plot makes sense, and it's actually funny too.<br /><br />FINAL VERDICT: 9/10",1
"Major Payne was really not very good at all. Despite being funny here and there, the story was ridiculous and the acting was poor. Major Payne's voice and temperament were especially annoying. The idea was ridiculous and the things that the boys had to do in that film were even more ridiculous. I would not recommend this film to anyone.",0
"First of all, the actor they have to play Jesus has blue eyes... half the actors they have playing Jews have blue eyes. Aren't there enough brown-eyed actors out there? Jesus being depicted as having blue eyes is one of my pet peeves. He was a full-blooded Jew! Second of all, what is it with old English-language movies that are supposed to take place in non-English-speaking countries, and everybody has English accents? (Another example is David Lean's ""Dr. Zhivago"".) Aren't there enough either Jewish actors or actors who can do a Israeli accent? The movie often is not true to the Scriptures, and so seems to doubt the legitimacy of Jesus's claim to be the Messiah. In the bible, when Jesus is baptized by John, a voice comes from heaven saying ""This is my beloved son, in whom I am well pleased"" (Matthew 3:17, Mark 1:11, Luke 3:22). In the movie, John the Baptist says this! The screenwriter seems to be trying to portray the believers as crazy, as well. For example, in the bible, the angel Gabriel tells Mary she will become pregnant with the Son of God (Luke 1:26-38), but in the movie, we do not see or hear any angel - Mary appears to be talking to a moonbeam, and when Mary's mother hears her talking to someone and peeks in on her, she doesn't hear or see anyone either. Also, in the movie, when Jesus is speaking to the Pharisees in the Temple in Jerusalem, he says, ""You shall not see me here again, not until you learn to cry, 'Blessed is he who comes in the name of the Lord', for I and my father are one and the same."" The correct line (Matthew 23:39 and Luke 13:35)is ""You will not see me again until you say, 'Blessed is he who comes in the name of the Lord.'"" Period. Jesus never claimed to be God. The movie cuts out a lot of important parts (the Sermon on the Mount is very expurgated), but then spends a lot of time on stuff that isn't even in the bible (a whole scene with Mary Magdalene talking with a john). It seems like the screenwriter, instead of wanting to do a movie version of the Scriptures, wanted to make a movie about what he thinks might have really happened behind (and between) the scenes. The movie has one gem though - during the scene where Jesus tells the parable of the Prodigal Son, at Matthew the tax collector's house, I had tears streaming down my face. It is the best movie I've seen about Jesus's ministry (but that isn't saying much, because the others are just terrible). ""Jesus Christ Superstar"" is my favourite movie about Jesus's last days (""The Passion of the Christ"" is way too graphic), though I like how ""Jesus of Nazareth"", instead of just ending with Jesus's death, continues on and shows his resurrection.",0
"""The Bubble"" is an effort to make a gay Romeo & Juliet type of story with an Israeli and a Palestinian, although it seems to come at it by way of ""Friends"" or ""Beverly Hills 90210."" The characters are shallow and trite as are the dialog and plot line. The movie seems torn between fluff and depth. On the one hand there is a pointed effort at being shallow as (in one example of many) some minor characters even ask questions that invite development of insight into the conflicts at hand, and get answers like, ""Hey, we're here to make a poster for a rave against the occupation. Don't get political!"" Beyond the obvious absurdity of such a line, it's just one of many ham-fisted signals that the movie is just as hollow and insubstantial as its title suggests. On the other hand, the movie's main pretension to depth follows the lovers to a presentation of ""Bent"" a play about gays in a Nazi labor camp. The scene on stage is awkwardly rushed, undermining its erotic power (understandable given the constraints of film-time, but still this could have been edited to much better effect.) and comes off as flimsily as the rest of the film. Too bad. This play deserves much better.<br /><br />The characters are so one-dimensionally cartoony some even have names that telegraph their entire (though the word seems inappropriate here) substance. The aggressive soldier from the crack Golani brigade is named ""Golan."" The militant Palestinian is named ""Jihad."" The striving-for-chic faghag roommate is ""Lulu."" Anyone familiar with the checkpoints and life in Palestine, whether from real life or documentaries will find the checkpoint scenes as absurdly unreal as well, the rest of this fluffy fantasy. When a Palestinian woman goes into the fastest labor on record Israeli soldiers are solicitous and helpful, an ambulance shows up in minutes. (The outcome of the birth serves to show the Palestinians as unappreciative of Israeli beneficence and even downright paranoiac.) Altogether the checkpoint is shown as a mere nuisance, not the series of bone-numbing, soul-crushing, humiliating obstructions with no regard for medical care or necessity in cases of birth, death, or severe illness. Ashraf, the Palestinian lover, seems to get through from Nablus to Tel Aviv with no problems, no papers, no hassles. He just shows up whenever he likes. When the Israelis want to get through it is much more of a challenge involving a scheme worthy of Lucy Ricardo.<br /><br />Against the backdrop of nice, supportive Israelis and surly homophobic Palestinians we move to a resolution that is utterly lacking in motivation or purpose  except as a painfully obvious dramatic device to milk sympathy for the forbidden lovers.<br /><br />Gay Israeli-Palestinian romance has been handled on stage with much more skill and depth as in Saleem's ""Salaam/Shalom"" so this film is hardly even as groundbreaking as some people would like to think.<br /><br />Gloriously bad films  like the works of Ed Wood -- at least have some striking idiosyncrasy to distinguish them. This one doesn't even have that going for it. Most of the sound track sounds like Simon and Garfunkel on quaaludes, and even with the weird oedipal touches to the gay sex scenes, the general incompetence that pervades this movie plays out like a mediocre TV-movie-of-the-week.",0
"My all-time favorite movie! I have seen many movies, but this one beats them all! Excelent acting, wonderful story. You will, as a ""normal"" caring person start to love George. Altough he is an actor, he is also himself and a very lovable person. And maby most important thing: you will learn to respect & look different to people with Down Syndrome.",1
"this is a film about life, the triumph over adversity and the wonders of the human spirit. I defy anyone not to shed a tear by the end of the movie. This is more than just a tear-jerker, its an engaging, thought-provoking drama with excellent performances from all the cast but especially derek Luke and denzel washington. 7 years on, I'm amazed that Luke is still a virtual unknown and washington only directed one other film. Nevertheless, apart from a slow build-up, the story of this foster child's trials and tribulations and how it still affects him in adulthood is the sort of movie that stays with you long after you have seen it. Like many fox searchlight pictures, this was more of a sleeper hit and didn't get the mass critical acclaim it deserves. The scene where Antwone finally meets his mother summed up the movie for me, there were so many ways that could have been done and it could have been all schmaltzy or it could have been unrealistic but Washington struck exactly the right tone, his mother never said a word and could only shed a tear, while antowne asked simply why. Her overwhelming guilt prevented her from saying anything, what could she say to defend herself? One of the most moving cinematic scenes I have seen.",1
"Indian Summer! It was very nostalgic for me. I found it funny, heartwarming, and absolutely loved it! Anyone who went to camp as a kid and wishes at times they could go back to the ""good Ole' days"" for a brief time really needs to see this one! It starts out as 20 years later, a group of old campers returns for a ""reunion"". I won't comment on the plot anymore cause you have to see it for yourself. The actors were great, and it contains an all star cast. Everyone in it played a terrific role. You actually felt like you were a part of the movie watching it. Alan Arkin was especially good in his role as Uncle Lou. He plays the kind of guy that everyone wishes they had in their lives. This is also a good family movie for the most part. I would suggest this one to anybody in a heartbeat! HIGHLY Recommended!",1
"One of the cornerstones of low-budget cinema is taking a well-known, classic storyline and making a complete bastardization out of it. Phantom of the Mall is no exception to this rule. The screenwriter takes the enduring Phantom of the Opera storyline and moves it into a late '80s shopping mall. However, the ""Phantom's"" goal now is simply to get revenge upon those responsible for disfiguring his face and murdering his family. The special effects do provide a good chuckle, especially when body parts begin appearing in dishes from the yogurt stand. Pauly Shore has a small role which does not allow him to be as fully obnoxious as one would expect, mostly due to the fact that his fifteen minutes of MTV fame had not yet arrived. If you're looking for a few good laughs at the expense of the actors and special effects crew, check this flick out. Otherwise, keep on looking for something else.",0
"The premise for this movie is simple and so is the script: an elderly Muslim gets his teenage son to drive him in his similarly elderly station wagon from France to the haj in Mecca, Saudi Arabia, so that he can fulfill his holy Muslim obligation before he dies. The father is clearly devoutly religious, but the son is unimpressed; he accepts out of obligation to his father rather than to religion, he'd rather be with his (non-Muslim) girlfriend. The father is stubborn in a lot of things which the son doesn't understand and the petulance between them is the device that maintains the drama, although it is often rather irksome. However, like any good road movie there are oddball characters encountered along the way; for example a woman on a backroad in Croatia who upon being asked for directions to Belgrade simply gets in the backseat and points with her hand uttering one word which they assume to be a place but can't find it on the map. In Bulgaria another man they ask directions of confirms he can speak French but then provides an extensive commentary in Bulgarian. There is also occasional humor - in one country the son tires of eating egg sandwiches and wants meat - they are given a goat, but unfortunately (perhaps fortunately for the viewer) it runs away before the father can perform the Muslim slaughterman ritual. They eventually make it to Mecca - the Muslim equivalent of the Vatican but on a much grander scale. For westerners it is all bizarre but fascinating. The movie isn't sophisticated but is charming in its own way, a kind of National Geographic with soul.",1
"Watching this movie was a waste of time. I was tempted to leave in the middle of the movie, but I resisted. I don't know what Ridley Scott intended, but I learned that in the army, women get as stupid as men. They learn to spit, to insult and to fight in combat, and that's also a waste of time (in my opinion). And, anyway, what the hell was that final scene in Lybia? Are they still fighting Gadafi or is it that it's easy for everyone to believe islamic people are always a danger?",0
